,policy_area,dataset,variable,year,tract,tract_number,neighborhood,geoid,location,row_id,date,count
108,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1132.35, Los Angeles County, California",113235,Chatsworth,1400000US06037113235,"(34.2373915, -118.6488335)",Drinking_Water_Contaminants_2017_1400000US06037113235,2017-01-01T00:00:00.000,431.503476
109,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1132.37, Los Angeles County, California",113237,Chatsworth,1400000US06037113237,"(34.2451855, -118.6125745)",Drinking_Water_Contaminants_2017_1400000US06037113237,2017-01-01T00:00:00.000,616.952514
110,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1133.01, Los Angeles County, California",113301,Northridge,1400000US06037113301,"(34.2448005, -118.5590895)",Drinking_Water_Contaminants_2017_1400000US06037113301,2017-01-01T00:00:00.000,618.0514468
111,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1133.03, Los Angeles County, California",113303,Chatsworth,1400000US06037113303,"(34.2420235, -118.5801645)",Drinking_Water_Contaminants_2017_1400000US06037113303,2017-01-01T00:00:00.000,618.0514468
112,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1133.21, Los Angeles County, California",113321,Chatsworth,1400000US06037113321,"(34.25361, -118.5913535)",Drinking_Water_Contaminants_2017_1400000US06037113321,2017-01-01T00:00:00.000,618.0514468
113,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1133.22, Los Angeles County, California",113322,Chatsworth,1400000US06037113322,"(34.253622, -118.571362)",Drinking_Water_Contaminants_2017_1400000US06037113322,2017-01-01T00:00:00.000,618.0514468
114,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1134.01, Los Angeles County, California",113401,Winnetka,1400000US06037113401,"(34.2279845, -118.562301)",Drinking_Water_Contaminants_2017_1400000US06037113401,2017-01-01T00:00:00.000,618.0514468
115,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1134.21, Los Angeles County, California",113421,Winnetka,1400000US06037113421,"(34.234694, -118.5826685)",Drinking_Water_Contaminants_2017_1400000US06037113421,2017-01-01T00:00:00.000,618.0514468
116,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1134.22, Los Angeles County, California",113422,Winnetka,1400000US06037113422,"(34.224085, -118.5821745)",Drinking_Water_Contaminants_2017_1400000US06037113422,2017-01-01T00:00:00.000,618.0514468
117,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1151.01, Los Angeles County, California",115101,Northridge,1400000US06037115101,"(34.239435, -118.5112365)",Drinking_Water_Contaminants_2017_1400000US06037115101,2017-01-01T00:00:00.000,618.0514468
118,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1151.03, Los Angeles County, California",115103,Northridge,1400000US06037115103,"(34.246414, -118.528551)",Drinking_Water_Contaminants_2017_1400000US06037115103,2017-01-01T00:00:00.000,618.0514468
119,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1151.04, Los Angeles County, California",115104,Northridge,1400000US06037115104,"(34.2395005, -118.523595)",Drinking_Water_Contaminants_2017_1400000US06037115104,2017-01-01T00:00:00.000,618.0514468
120,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1152.01, Los Angeles County, California",115201,Northridge,1400000US06037115201,"(34.244559, -118.537408)",Drinking_Water_Contaminants_2017_1400000US06037115201,2017-01-01T00:00:00.000,618.0514468
121,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1152.02, Los Angeles County, California",115202,Northridge,1400000US06037115202,"(34.2338575, -118.537507)",Drinking_Water_Contaminants_2017_1400000US06037115202,2017-01-01T00:00:00.000,618.0514468
122,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1153.01, Los Angeles County, California",115301,Northridge,1400000US06037115301,"(34.240482, -118.545339)",Drinking_Water_Contaminants_2017_1400000US06037115301,2017-01-01T00:00:00.000,618.0514468
123,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1153.02, Los Angeles County, California",115302,Northridge,1400000US06037115302,"(34.226401, -118.5498615)",Drinking_Water_Contaminants_2017_1400000US06037115302,2017-01-01T00:00:00.000,618.0514468
124,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1154.01, Los Angeles County, California",115401,Northridge,1400000US06037115401,"(34.2247565, -118.5149735)",Drinking_Water_Contaminants_2017_1400000US06037115401,2017-01-01T00:00:00.000,618.0514468
125,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1154.03, Los Angeles County, California",115403,Northridge,1400000US06037115403,"(34.22481, -118.5317135)",Drinking_Water_Contaminants_2017_1400000US06037115403,2017-01-01T00:00:00.000,618.0514468
126,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1154.04, Los Angeles County, California",115404,Northridge,1400000US06037115404,"(34.2257645, -118.5412445)",Drinking_Water_Contaminants_2017_1400000US06037115404,2017-01-01T00:00:00.000,618.0514468
127,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1171.01, Los Angeles County, California",117101,North Hills,1400000US06037117101,"(34.2391215, -118.4617905)",Drinking_Water_Contaminants_2017_1400000US06037117101,2017-01-01T00:00:00.000,618.0514468
128,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1171.02, Los Angeles County, California",117102,North Hills,1400000US06037117102,"(34.2463715, -118.4596495)",Drinking_Water_Contaminants_2017_1400000US06037117102,2017-01-01T00:00:00.000,618.0514468
129,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1172.01, Los Angeles County, California",117201,North Hills,1400000US06037117201,"(34.242798, -118.470143)",Drinking_Water_Contaminants_2017_1400000US06037117201,2017-01-01T00:00:00.000,618.0514468
130,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1172.02, Los Angeles County, California",117202,North Hills,1400000US06037117202,"(34.242857, -118.478624)",Drinking_Water_Contaminants_2017_1400000US06037117202,2017-01-01T00:00:00.000,618.0514468
131,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1173.01, Los Angeles County, California",117301,North Hills,1400000US06037117301,"(34.242917, -118.4905265)",Drinking_Water_Contaminants_2017_1400000US06037117301,2017-01-01T00:00:00.000,618.0514468
132,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1173.02, Los Angeles County, California",117302,Northridge,1400000US06037117302,"(34.235472, -118.49709)",Drinking_Water_Contaminants_2017_1400000US06037117302,2017-01-01T00:00:00.000,618.0514468
133,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1173.03, Los Angeles County, California",117303,North Hills,1400000US06037117303,"(34.2281815, -118.4920695)",Drinking_Water_Contaminants_2017_1400000US06037117303,2017-01-01T00:00:00.000,618.0514468
134,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1174.04, Los Angeles County, California",117404,North Hills,1400000US06037117404,"(34.228481, -118.479066)",Drinking_Water_Contaminants_2017_1400000US06037117404,2017-01-01T00:00:00.000,618.0514468
135,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1174.05, Los Angeles County, California",117405,North Hills,1400000US06037117405,"(34.2337315, -118.4702305)",Drinking_Water_Contaminants_2017_1400000US06037117405,2017-01-01T00:00:00.000,618.0514468
136,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1174.07, Los Angeles County, California",117407,North Hills,1400000US06037117407,"(34.2300885, -118.470266)",Drinking_Water_Contaminants_2017_1400000US06037117407,2017-01-01T00:00:00.000,618.0514468
137,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1174.08, Los Angeles County, California",117408,North Hills,1400000US06037117408,"(34.2248485, -118.4703675)",Drinking_Water_Contaminants_2017_1400000US06037117408,2017-01-01T00:00:00.000,618.0514468
138,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1175.10, Los Angeles County, California",117510,North Hills,1400000US06037117510,"(34.2336865, -118.462625)",Drinking_Water_Contaminants_2017_1400000US06037117510,2017-01-01T00:00:00.000,618.0514468
139,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1175.20, Los Angeles County, California",117520,North Hills,1400000US06037117520,"(34.230017, -118.4631875)",Drinking_Water_Contaminants_2017_1400000US06037117520,2017-01-01T00:00:00.000,618.0514468
140,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1175.30, Los Angeles County, California",117530,North Hills,1400000US06037117530,"(34.224845, -118.4634755)",Drinking_Water_Contaminants_2017_1400000US06037117530,2017-01-01T00:00:00.000,618.0514468
141,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1190.01, Los Angeles County, California",119001,Arleta,1400000US06037119001,"(34.232289, -118.4180405)",Drinking_Water_Contaminants_2017_1400000US06037119001,2017-01-01T00:00:00.000,618.0514468
142,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1190.02, Los Angeles County, California",119002,Arleta,1400000US06037119002,"(34.245902, -118.428032)",Drinking_Water_Contaminants_2017_1400000US06037119002,2017-01-01T00:00:00.000,618.0514468
143,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1192.01, Los Angeles County, California",119201,Arleta,1400000US06037119201,"(34.246411, -118.441015)",Drinking_Water_Contaminants_2017_1400000US06037119201,2017-01-01T00:00:00.000,618.0514468
144,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1192.02, Los Angeles County, California",119202,Arleta,1400000US06037119202,"(34.2559555, -118.442705)",Drinking_Water_Contaminants_2017_1400000US06037119202,2017-01-01T00:00:00.000,618.0514468
145,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1193.10, Los Angeles County, California",119310,Panorama City,1400000US06037119310,"(34.246626, -118.450697)",Drinking_Water_Contaminants_2017_1400000US06037119310,2017-01-01T00:00:00.000,618.0514468
146,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1193.20, Los Angeles County, California",119320,Panorama City,1400000US06037119320,"(34.239058, -118.453982)",Drinking_Water_Contaminants_2017_1400000US06037119320,2017-01-01T00:00:00.000,618.0514468
147,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1193.40, Los Angeles County, California",119340,Panorama City,1400000US06037119340,"(34.2336085, -118.4518995)",Drinking_Water_Contaminants_2017_1400000US06037119340,2017-01-01T00:00:00.000,618.0514468
148,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1193.41, Los Angeles County, California",119341,Panorama City,1400000US06037119341,"(34.237627, -118.4453355)",Drinking_Water_Contaminants_2017_1400000US06037119341,2017-01-01T00:00:00.000,618.0514468
149,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1193.42, Los Angeles County, California",119342,Panorama City,1400000US06037119342,"(34.240834, -118.4468745)",Drinking_Water_Contaminants_2017_1400000US06037119342,2017-01-01T00:00:00.000,618.0514468
150,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1194, Los Angeles County, California",119400,Arleta,1400000US06037119400,"(34.2399345, -118.4355265)",Drinking_Water_Contaminants_2017_1400000US06037119400,2017-01-01T00:00:00.000,618.0514468
151,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1197, Los Angeles County, California",119700,Panorama City,1400000US06037119700,"(34.219334, -118.4266115)",Drinking_Water_Contaminants_2017_1400000US06037119700,2017-01-01T00:00:00.000,618.0514468
152,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1198, Los Angeles County, California",119800,Arleta,1400000US06037119800,"(34.2337665, -118.429943)",Drinking_Water_Contaminants_2017_1400000US06037119800,2017-01-01T00:00:00.000,618.0514468
153,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1199, Los Angeles County, California",119900,Panorama City,1400000US06037119900,"(34.227376, -118.441236)",Drinking_Water_Contaminants_2017_1400000US06037119900,2017-01-01T00:00:00.000,618.0514468
154,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1200.10, Los Angeles County, California",120010,Panorama City,1400000US06037120010,"(34.2175015, -118.4629745)",Drinking_Water_Contaminants_2017_1400000US06037120010,2017-01-01T00:00:00.000,618.0514468
155,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1200.20, Los Angeles County, California",120020,Panorama City,1400000US06037120020,"(34.2166115, -118.4541405)",Drinking_Water_Contaminants_2017_1400000US06037120020,2017-01-01T00:00:00.000,618.0514468
156,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1200.30, Los Angeles County, California",120030,Panorama City,1400000US06037120030,"(34.2149315, -118.451986)",Drinking_Water_Contaminants_2017_1400000US06037120030,2017-01-01T00:00:00.000,618.0514468
157,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1201.03, Los Angeles County, California",120103,Panorama City,1400000US06037120103,"(34.229161, -118.4516205)",Drinking_Water_Contaminants_2017_1400000US06037120103,2017-01-01T00:00:00.000,618.0514468
158,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1201.04, Los Angeles County, California",120104,Panorama City,1400000US06037120104,"(34.224796, -118.4484845)",Drinking_Water_Contaminants_2017_1400000US06037120104,2017-01-01T00:00:00.000,618.0514468
159,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1201.05, Los Angeles County, California",120105,Panorama City,1400000US06037120105,"(34.2300875, -118.444443)",Drinking_Water_Contaminants_2017_1400000US06037120105,2017-01-01T00:00:00.000,618.0514468
160,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1201.06, Los Angeles County, California",120106,Panorama City,1400000US06037120106,"(34.223101, -118.4567005)",Drinking_Water_Contaminants_2017_1400000US06037120106,2017-01-01T00:00:00.000,618.0514468
161,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1201.07, Los Angeles County, California",120107,Panorama City,1400000US06037120107,"(34.2264195, -118.4566575)",Drinking_Water_Contaminants_2017_1400000US06037120107,2017-01-01T00:00:00.000,618.0514468
162,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1201.08, Los Angeles County, California",120108,Panorama City,1400000US06037120108,"(34.231779, -118.4563995)",Drinking_Water_Contaminants_2017_1400000US06037120108,2017-01-01T00:00:00.000,618.0514468
163,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1203, Los Angeles County, California",120300,Panorama City,1400000US06037120300,"(34.214918, -118.439841)",Drinking_Water_Contaminants_2017_1400000US06037120300,2017-01-01T00:00:00.000,618.0514468
164,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 1204, Los Angeles County, California",120400,Panorama City,1400000US06037120400,"(34.2178505, -118.4330175)",Drinking_Water_Contaminants_2017_1400000US06037120400,2017-01-01T00:00:00.000,618.0514468
