X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,aadb,program,bikepedgroup,bikepedfacility,co_name,mun_name,id
-74.914463,40.0593880000001,153850,vg,Cyclical Count Program Year 5,2020/08/04 00:00:00+00,2020,3400520050,630,cooper st westbound lanes,west,railroad ave,franklin ave,Bicycle 2,40.059388,-74.914463,,,E,W,20,Cyclical,Mixed,Mixed Traffic,Burlington,Edgewater Park Township,114395
-74.895438,39.901778,153852,vg,Cyclical Count Program Year 5,2020/08/04 00:00:00+00,2020,3400522110,618,evesboro medford rd westbound lanes,west,merion rd,greenbrook dr,Bicycle 2,39.901778,-74.895438,,,E,W,35,Cyclical,Mixed,Bike Lane,Burlington,Evesham Township,114396
-74.915265,39.8898280000001,153853,vg,Cyclical Count Program Year 5,2020/08/04 00:00:00+00,2020,3400522110,620,e main st eastbound lanes,east,evesham ave,plymouth dr,Bicycle 2,39.889828,-74.915265,,,W,E,8,Cyclical,Low Volume,Striped Shoulder,Burlington,Evesham Township,114397
-74.715121,40.070766,153855,vg,Cyclical Count Program Year 5,2020/07/23 00:00:00+00,2020,3400543290,,kinkora trail,both,mansfield twp park,mansfield twp park,Bicycle 2,40.070766,-74.715121,,,N,S,36,Cyclical,Recreation,Multiuse Trail,Burlington,Mansfield Township,114398
-74.99837,39.955679,153856,vg,Cyclical Count Program Year 5,2020/08/11 00:00:00+00,2020,3400543740,537,e main st eastbound lanes,east,poplar ave,cr 610 s fellowship rd,Bicycle 2,39.955679,-74.99837,,,W,E,18,Cyclical,Mixed,Striped Shoulder,Burlington,Maple Shade Township,114399
-74.998319,39.9557530000001,153857,vg,Cyclical Count Program Year 5,2020/08/11 00:00:00+00,2020,3400543740,537,e main st westbound lanes,west,poplar ave,cr 610 s fellowship rd,Bicycle 2,39.955753,-74.998319,,,E,W,10,Cyclical,Low Volume,Mixed Traffic,Burlington,Maple Shade Township,114400
-74.8066029999999,39.8637890000001,153859,vg,Cyclical Count Program Year 5,2020/10/07 00:00:00+00,2020,3400545210,541,stokes rd southbound lanes,south,trading post way,cr 532 tabernacle rd,Bicycle 2,39.863789,-74.806603,,,N,S,22,Cyclical,Mixed,Striped Shoulder,Burlington,Medford Lakes Borough,114401
-74.947557,39.963446,153860,vg,Cyclical Count Program Year 5,2020/08/11 00:00:00+00,2020,3400547880,537,e main st eastbound lanes,east,cr 607 church st,high st,Bicycle 2,39.963446,-74.947557,,,W,E,37,Cyclical,Mixed,Mixed Traffic,Burlington,Moorestown Township,114402
-74.947557,39.963446,153861,vg,Cyclical Count Program Year 5,2020/08/11 00:00:00+00,2020,3400547880,537,e main st westbound lanes,west,cr 607 church st,high st,Bicycle 2,39.963446,-74.947557,,,W,E,14,Cyclical,Mixed,Mixed Traffic,Burlington,Moorestown Township,114403
-74.7879,39.99384,153862,vg,Cyclical Count Program Year 5,2020/07/16 00:00:00+00,2020,3400548900,,high st northbound lanes,north,cr 537 mill st,brainerd st,Bicycle 2,39.99384,-74.7879,,,S,N,11,Cyclical,Mixed,Mixed Traffic,Burlington,Mount Holly Township,114404
-74.7879,39.99384,153863,vg,Cyclical Count Program Year 5,2020/07/16 00:00:00+00,2020,3400548900,,high st southbound lanes,south,cr 537 mill st,brainerd st,Bicycle 2,39.99384,-74.7879,,,S,N,19,Cyclical,Mixed,Mixed Traffic,Burlington,Mount Holly Township,114405
-75.0212789999999,40.0028610000001,153865,vg,Cyclical Count Program Year 5,2020/08/11 00:00:00+00,2020,3400555800,607,cinnaminson ave southbound lanes,south,spring garden st,broad st,Bicycle 2,40.002861,-75.021279,,,N,S,13,Cyclical,Mixed,Mixed Traffic,Burlington,Palmyra Borough,114406
-74.9562,40.037835,153867,vg,Cyclical Count Program Year 5,2020/08/11 00:00:00+00,2020,3400563510,613,bridgeboro st southbound lanes,south,hecker st,clay st,Bicycle 2,40.037835,-74.9562,,,S,N,9,Cyclical,Low Volume,Mixed Traffic,Burlington,Riverside Township,114407
-74.7102389999999,39.8440390000001,153868,vg,Cyclical Count Program Year 5,2020/07/16 00:00:00+00,2020,3400572060,532,chatsworth rd eastbound lanes,east,cr 648 carranza rd,new rd,Bicycle 2,39.844039,-74.710239,,,W,E,18,Cyclical,Mixed,Bike Lane,Burlington,Tabernacle Township,114408
-74.710255,39.844078,153869,vg,Cyclical Count Program Year 5,2020/07/16 00:00:00+00,2020,3400572060,532,chatsworth rd westbound lanes,west,cr 648 carranza rd,new rd,Bicycle 2,39.844078,-74.710255,,,E,W,26,Cyclical,Mixed,Bike Lane,Burlington,Tabernacle Township,114409
-75.1007109999999,39.955137,153870,vg,,2020/09/26 00:00:00+00,2020,3400710000,,harrison ave northbound lanes,north,22nd st,24th st,Bicycle 2,39.955137,-75.100711,,,S,N,11,Project,Mixed,Striped Shoulder,Camden,Camden City,114410
-75.1007549999999,39.9551520000001,153871,vg,,2020/09/26 00:00:00+00,2020,3400710000,,harrison ave southbound lanes,south,22nd st,24th st,Bicycle 2,39.955152,-75.100755,,,N,S,6,Project,Mixed,Striped Shoulder,Camden,Camden City,114411
-75.0945389999999,39.9327710000001,153872,vg,Cyclical Count Program Year 5,2020/09/26 00:00:00+00,2020,3400710000,,kaighn ave sidepath,both,park blvd,glenn dr,Bicycle 2,39.932771,-75.094539,,,E,W,4,Cyclical,Mixed,Sidepath,Camden,Camden City,114412
-75.121315,39.944959,153873,vg,Cyclical Count Program Year 5,2020/09/26 00:00:00+00,2020,3400710000,,n 5th st,south,federal st,cr 537 spur market st,Bicycle 2,39.944959,-75.121315,,,N,S,27,Cyclical,Mixed,Mixed Traffic,Camden,Camden City,114413
-75.102312,39.940751,153876,vg,Removed from Cyclical Count Program 10/7/2020. Cyclical Count Program Year 4,2020/10/07 00:00:00+00,2020,3400710000,30,admiral wilson blvd eastbound lanes,east,cr 537 federal st,cr 608 baird blvd,Bicycle 2,39.940751,-75.102312,,,W,E,6,Cyclical,Mixed,Mixed Traffic,Camden,Camden City,114518
-75.1004,39.940593,153877,vg,Cyclical Count Program Year 4,2020/10/07 00:00:00+00,2020,3400710000,30,admiral wilson blvd sidepath,both,cr 537 federal st,cr 608 baird blvd,Bicycle 2,39.940593,-75.1004,,,W,E,12,Cyclical,Mixed,Sidepath,Camden,Camden City,114519
-75.102268,39.941047,153878,vg,Removed from Cyclical Count Program 10/7/2020. Cyclical Count Program Year 4,2020/10/07 00:00:00+00,2020,3400710000,30,admiral wilson blvd westbound lanes,west,cr 537 federal st,cr 608 baird blvd,Bicycle 2,39.941047,-75.102268,,,E,W,16,Cyclical,Mixed,Mixed Traffic,Camden,Camden City,114520
-75.0649989999999,39.913579,153881,vg,Cyclical Count Program Year 5,2020/08/13 00:00:00+00,2020,3400714260,,atlantic ave eastbound lanes,east,billison ave,coolidge ave,Bicycle 2,39.913579,-75.064999,,,E,W,22,Cyclical,Mixed,Mixed Traffic,Camden,Collingswood Borough,114522
-75.065028,39.9136100000001,153882,vg,Cyclical Count Program Year 5,2020/08/13 00:00:00+00,2020,3400714260,,atlantic ave westbound lanes,west,billison ave,coolidge ave,Bicycle 2,39.91361,-75.065028,,,E,W,18,Cyclical,Mixed,Mixed Traffic,Camden,Collingswood Borough,114523
-75.079936,39.9108850000001,153883,vg,Cyclical Count Program Year 5,2020/08/13 00:00:00+00,2020,3400714260,,browning rd northbound lanes,north,n newton lake dr,cr 630 w collings ave,Bicycle 2,39.910885,-75.079936,,,N,S,22,Cyclical,Mixed,Mixed Traffic,Camden,Collingswood Borough,114524
-75.08,39.910869,153884,vg,Cyclical Count Program Year 5,2020/08/13 00:00:00+00,2020,3400714260,,browning rd southbound lanes,south,n newton lake dr,cr 630 w collings ave,Bicycle 2,39.910869,-75.08,,,N,S,8,Cyclical,Mixed,Mixed Traffic,Camden,Collingswood Borough,114525
-75.0774059999999,39.910013,153885,vg,Cyclical Count Program Year 5,2020/08/13 00:00:00+00,2020,3400714260,,newton lake park trail,both,everett ave,colford ave,Bicycle 2,39.910013,-75.077406,,,W,E,32,Cyclical,Mixed,Multiuse Trail,Camden,Collingswood Borough,114526
-74.965505,39.828917,153886,vg,Cyclical Count Program Year 5,2020/08/18 00:00:00+00,2020,3400726070,,united states ave trail,both,bilston ave,bridgewood ave,Bicycle 2,39.828917,-74.965505,,,N,S,102,Cyclical,Mixed,Multiuse Trail,Camden,Gibbsboro Borough,114527
-75.0709429999999,39.809916,153887,vg,Cyclical Count Program Year 5,2020/10/07 00:00:00+00,2020,3400726760,,blackwood recreational path,both,crestview ave,cr 706 almonesson rd,Bicycle 2,39.809916,-75.070943,,,N,S,57,Cyclical,Mixed,Multiuse Trail,Camden,Gloucester Township,114528
-75.055509,39.9125750000001,153888,vg,Cyclical Count Program Year 5,2020/10/06 00:00:00+00,2020,3400728740,561,haddon ave northbound lanes,north,stratford ave,cr 636 cuthbert blvd,Bicycle 2,39.912575,-75.055509,,,S,N,75,Cyclical,Mixed,Mixed Traffic,Camden,Haddon Township,114529
-75.083922,39.876316,153891,vg,Cyclical Count Program Year 5,2020/08/18 00:00:00+00,2020,3400728800,168,black horse pk southbound lanes,south,cr 654 prospect ridge blvd,s park ave,Bicycle 2,39.876316,-75.083922,,,N,S,105,Cyclical,Mixed,Mixed Traffic,Camden,Haddon Heights Borough,114530
-74.993636,39.8283710000001,153892,vg,Cyclical Count Program Year 5,2020/08/18 00:00:00+00,2020,3400740440,702,berlin ave eastbound lanes,east,pinelawn ave,shady side ave,Bicycle 2,39.828371,-74.993636,,,W,E,17,Cyclical,Mixed,Bike Lane,Camden,Lindenwold Borough,114531
-74.993617,39.828451,153893,vg,Cyclical Count Program Year 5,2020/08/18 00:00:00+00,2020,3400740440,702,berlin ave westbound lanes,west,pinelawn ave,shady side ave,Bicycle 2,39.828451,-74.993617,,,E,W,39,Cyclical,Mixed,Bike Lane,Camden,Lindenwold Borough,114532
-75.058052,39.9513630000001,153894,vg,Cyclical Count Program Year 5,2020/08/12 00:00:00+00,2020,3400745510,,merchantville bike path,both,cr 612 browning rd,lexington ave,Bicycle 2,39.951363,-75.058052,,,W,E,81,Cyclical,Mixed,Sidepath,Camden,Merchantville Borough,114533
-75.075814,39.926629,153895,vg,Cyclical Count Program Year 5,2020/08/12 00:00:00+00,2020,3400757660,628,n park dr eastbound lanes,east,airport hwy,cr 612 browning rd,Bicycle 2,39.926629,-75.075814,,,W,E,244,Cyclical,Mixed,Mixed Traffic,Camden,Pennsauken Township,114535
-75.8228089999999,39.983194,153898,vg,Cyclical Count Program Year 5,2020/09/30 00:00:00+00,2020,4202914712,30,bus lincoln hwy eastbound lanes,east,pa 82 1st ave n / 1st ave s,n 2nd ave,Bicycle 2,39.983194,-75.822809,,,W,E,80,Cyclical,Mixed,Striped Shoulder,Chester,Coatesville City,114536
-75.822822,39.9832970000001,153899,vg,Cyclical Count Program Year 5,2020/09/04 00:00:00+00,2020,4202914712,30,bus lincoln hwy westbound lanes,west,pa 82 1st ave n / 1st ave s,n 2nd ave,Bicycle 2,39.983297,-75.822822,,,E,W,33,Cyclical,Mixed,Striped Shoulder,Chester,Coatesville City,114537
-75.681771,39.9765190000001,153900,vg,Cyclical Count Program Year 5,2020/09/17 00:00:00+00,2020,4202920824,,e branch brandywine trail,both,south of harmony hill rd,south of harmony hill rd,Bicycle 2,39.976519,-75.681771,,,N,S,117,Cyclical,Mixed,Multiuse Trail,Chester,East Bradford Township,114538
-75.6263,39.94264,153901,vg,,2020/09/17 00:00:00+00,2020,4202920824,842,w miner st northbound lanes,north,s birmingham rd,sconnelltown rd,Bicycle 2,39.94264,-75.6263,,,S,N,9,Cyclical,Mixed,Mixed Traffic,Chester,East Bradford Township,114539
-75.6263,39.94264,153902,vg,,2020/09/17 00:00:00+00,2020,4202920824,842,w miner st southbound lanes,south,s birmingham rd,sconnelltown rd,Bicycle 2,39.94264,-75.6263,,,S,N,13,Cyclical,Mixed,Mixed Traffic,Chester,East Bradford Township,114540
-75.7207559999999,39.8813470000001,153904,vg,Cyclical Count Program Year 5,2021/04/01 00:00:00+00,2021,4202921480,82,unionville rd southbound lanes,south,pa 926 street rd,manor dr,Bicycle 2,39.881347,-75.720756,,,N,S,5,Cyclical,Mixed,Striped Shoulder,Chester,East Marlborough Township,114541
-75.613073,40.148374,153905,vg,Cyclical Count Program Year 5,2020/09/03 00:00:00+00,2020,4202922000,,pughtown rd eastbound lanes,east,wilson rd,french creek rd,Bicycle 2,40.148374,-75.613073,,,W,E,7,Cyclical,Mixed,Striped Shoulder,Chester,East Vincent Township,114542
-75.6130199999999,40.148396,153906,vg,Cyclical Count Program Year 5,2020/09/03 00:00:00+00,2020,4202922000,,pughtown rd westbound lanes,west,wilson rd,french creek rd,Bicycle 2,40.148396,-75.61302,,,W,E,9,Cyclical,Mixed,Striped Shoulder,Chester,East Vincent Township,114543
-74.8954859999999,39.901691,153851,vg,Cyclical Count Program Year 5,2020/08/04 00:00:00+00,2020,3400522110,618,evesboro medford rd eastbound lanes,east,merion rd,greenbrook dr,Bicycle 2,39.901691,-74.895486,,,W,E,22,Cyclical,Mixed,Striped Shoulder,Burlington,Evesham Township,114607
-75.9150069999999,40.0968590000001,153908,vg,,2020/09/04 00:00:00+00,2020,4202935528,322,horseshoe pk westbound lanes,west,wawassan dr,pa 10 conestoga ave,Bicycle 2,40.096859,-75.915007,,,E,W,18,Cyclical,Mixed,Striped Shoulder,Chester,Honey Brook Borough,114640
-75.6464,39.8598000000001,153910,vg,Cyclical Count Program Year 5,2020/09/18 00:00:00+00,2020,4202939344,52,kennett pk southbound lanes,south,hillendale rd,cardinal la,Bicycle 2,39.8598,-75.6464,,,N,S,6,Cyclical,Mixed,Striped Shoulder,Chester,Kennett Township,114641
-75.9778479999999,39.791619,153911,vg,,2020/09/18 00:00:00+00,2020,4202945040,10,3rd st northbound lanes,north,oxford cemetery drvwy,church rd,Bicycle 2,39.791619,-75.977848,,,S,N,56,Cyclical,Mixed,Mixed Traffic,Chester,Lower Oxford Township,114642
-75.9779139999999,39.7916240000001,153912,vg,,2020/09/18 00:00:00+00,2020,4202945040,10,3rd st southbound lanes,south,oxford cemetery drvwy,church rd,Bicycle 2,39.791624,-75.977914,,,N,S,21,Cyclical,Mixed,Mixed Traffic,Chester,Lower Oxford Township,114643
-75.746594,39.8379110000001,153913,vg,Cyclical Count Program Year 5,2020/09/18 00:00:00+00,2020,4202953608,,baltimore pk eastbound lanes,east,bancroft rd,chambers rd,Bicycle 2,39.837911,-75.746594,,,W,E,4,Cyclical,Low Volume,Striped Shoulder,Chester,New Garden Township,114644
-75.746636,39.8379550000001,153914,vg,Cyclical Count Program Year 5,2020/09/18 00:00:00+00,2020,4202953608,,baltimore pk westbound lanes,west,bancroft rd,chambers rd,Bicycle 2,39.837955,-75.746636,,,E,W,4,Cyclical,Low Volume,Mixed Traffic,Chester,New Garden Township,114645
-75.51298,40.134349,153916,vg,Cyclical Count Program Year 5,2020/09/22 00:00:00+00,2020,4202960120,,bridge st westbound lanes,west,church ave,pa 29 starr st,Bicycle 2,40.134349,-75.51298,,,E,W,80,Cyclical,Mixed,Mixed Traffic,Chester,Phoenixville Borough,114646
-75.451761,40.0509420000001,153919,vg,Cyclical Count Program Year 5,2020/09/14 00:00:00+00,2020,4202977344,,cassatt rd northbound lanes,north,old state rd,wooded way,Bicycle 2,40.050942,-75.451761,,,S,N,20,Cyclical,Low Volume,Striped Shoulder,Chester,Tredyffrin Township,114648
-75.451827,40.0509470000001,153920,vg,Cyclical Count Program Year 5,2020/09/14 00:00:00+00,2020,4202977344,,cassatt rd southbound lanes,south,old state rd,wooded way,Bicycle 2,40.050947,-75.451827,,,N,S,14,Cyclical,Mixed,Striped Shoulder,Chester,Tredyffrin Township,114649
-75.454801,40.065753,153921,vg,,2021/04/01 00:00:00+00,2021,4202977344,,chester valley trail,both,west of valley forge rd,west of valley forge rd,Bicycle 2,40.065753,-75.454801,,,W,E,235,Cyclical,Mixed,Multiuse Trail,Chester,Tredyffrin Township,114650
-75.7452749999999,40.068519,153923,vg,Cyclical Count Program Year 5,2020/09/04 00:00:00+00,2020,4202980616,282,creek rd eastbound lanes,east,marshall rd,highspire rd,Bicycle 2,40.068519,-75.745275,,,W,E,13,Cyclical,Mixed,Striped Shoulder,Chester,Wallace Township,114651
-75.745231,40.0685130000001,153924,vg,Cyclical Count Program Year 5,2020/09/04 00:00:00+00,2020,4202980616,282,creek rd westbound lanes,west,marshall rd,highspire rd,Bicycle 2,40.068513,-75.745231,,,E,W,16,Cyclical,Mixed,Striped Shoulder,Chester,Wallace Township,114652
-75.603785,39.956918,153925,vg,Cyclical Count Program Year 5,2020/09/17 00:00:00+00,2020,4202982704,,s church st southbound lanes,south,w union st,w barnard st,Bicycle 2,39.956918,-75.603785,,,N,S,22,Cyclical,Mixed,Mixed Traffic,Chester,West Chester Borough,114653
-75.605472,39.9563010000001,153926,vg,Cyclical Count Program Year 5,2020/09/17 00:00:00+00,2020,4202982704,,s darlington st northbound lanes,north,w union st,w barnard st,Bicycle 2,39.956301,-75.605472,,,S,N,18,Cyclical,Mixed,Mixed Traffic,Chester,West Chester Borough,114654
-75.074172,40.105827,153927,vg,Cyclical Count Program Year 5,2020/09/01 00:00:00+00,2020,4209100156,,pennypack trail,both,north of moredon rd,north of moredon rd,Bicycle 2,40.105827,-75.074172,,,S,N,385,Cyclical,Mixed,Multiuse Trail,Montgomery,Abington Township,114655
-75.11195,40.108124,153928,vg,Cyclical Count Program Year 5,2020/09/02 00:00:00+00,2020,4209100156,,rydal rd eastbound lanes,east,the fairway,susquehanna rd,Bicycle 2,40.108124,-75.11195,,,W,E,20,Cyclical,Low Volume,Sharrow,Montgomery,Abington Township,114656
-75.129157,40.118843,153930,vg,Cyclical Count Program Year 5,2020/09/02 00:00:00+00,2020,4209100156,,susquehanna rd northbound lanes,north,cumberland rd,arbuta rd,Bicycle 2,40.118843,-75.129157,,,S,N,23,Cyclical,Low Volume,Striped Shoulder,Montgomery,Abington Township,114657
-75.297897,40.0725420000001,153932,vg,Cyclical Count Program Year 5,2020/08/22 00:00:00+00,2020,4209115848,,schuylkill river trail,both,cherry st,jones st,Bicycle 2,40.072542,-75.297897,,,W,E,868,Cyclical,Mixed,Multiuse Trail,Montgomery,Conshohocken Borough,114658
-75.2856189999999,40.242623,153933,vg,Cyclical Count Program Year 5,2020/09/01 00:00:00+00,2020,4209141432,63,main st eastbound lanes,east,madison st / green st,railroad st,Bicycle 2,40.242623,-75.285619,,,W,E,68,Cyclical,Mixed,Mixed Traffic,Montgomery,Lansdale Borough,114659
-75.285538,40.24271,153934,vg,Cyclical Count Program Year 5,2020/09/30 00:00:00+00,2020,4209141432,63,main st westbound lanes,west,madison st / green st,railroad st,Bicycle 2,40.24271,-75.285538,,,E,W,134,Cyclical,Mixed,Mixed Traffic,Montgomery,Lansdale Borough,114660
-75.2338,40.0081640000001,153935,vg,,2020/09/02 00:00:00+00,2020,4209144976,,bala ave eastbound lanes,east,cynwyd rd,pa 23 conshohocken state rd,Bicycle 2,40.008164,-75.2338,,,W,E,61,Cyclical,Mixed,Mixed Traffic,Montgomery,Lower Merion Township,114661
-75.2337649999999,40.0081940000001,153936,vg,,2020/09/02 00:00:00+00,2020,4209144976,,bala ave westbound lanes,west,cynwyd rd,pa 23 conshohocken state rd,Bicycle 2,40.008194,-75.233765,,,W,E,84,Cyclical,Mixed,Mixed Traffic,Montgomery,Lower Merion Township,114662
-75.2605619999999,40.0056290000001,153937,vg,Cyclical Count Program Year 5,2020/10/06 00:00:00+00,2020,4209152664,,haverford ave westbound lanes,west,n narberth ave,forrest ave,Bicycle 2,40.005629,-75.260562,,,E,W,169,Cyclical,Mixed,Mixed Traffic,Montgomery,Narberth Borough,114664
-75.344083,40.1128660000001,153938,vg,Cyclical Count Program Year 5,2020/08/22 00:00:00+00,2020,4209154656,,schuylkill river trail,both,swede st,us 202 dekalb st,Bicycle 2,40.112866,-75.344083,,,S,N,862,Cyclical,Mixed,Multiuse Trail,Montgomery,Norristown Borough,114665
-75.1492259999999,39.9413880000001,155179,vg,,2021/01/13 00:00:00+00,2021,4210160103,,4th st,south,bainbridge st,south st,Bicycle 2,39.941388,-75.149226,,,N,S,409,,Mixed,,Philadelphia,Central,114752
-75.9150309999999,40.0967870000001,153907,vg,,2020/09/04 00:00:00+00,2020,4202935528,322,horseshoe pk eastbound lanes,east,wawassan dr,pa 10 conestoga ave,Bicycle 2,40.096787,-75.915031,,,W,E,22,Cyclical,Mixed,Striped Shoulder,Chester,Honey Brook Borough,114753
-75.54618193,40.18228057,153918,vg,,2020/09/14 00:00:00+00,2020,4202972920,,schuylkill river trail,both,north of bridge st,north of bridge st,Bicycle 2,40.18228057,-75.54618193,,,E,W,89,Cyclical,Mixed,Multiuse Trail,Chester,Spring City Borough,114754
-75.1120299999999,40.1082200000001,153929,vg,Cyclical Count Program Year 5,2020/09/02 00:00:00+00,2020,4209100156,,rydal rd westbound lanes,west,the fairway,susquehanna rd,Bicycle 2,40.10822,-75.11203,,,E,W,15,Cyclical,Low Volume,Sharrow,Montgomery,Abington Township,114755
-75.352424,40.122018,153939,vg,Cyclical Count Program Year 5,2020/10/06 00:00:00+00,2020,4209154656,,w marshall st eastbound lanes,east,haws ave,stanbridge st,Bicycle 2,40.122018,-75.352424,,,W,E,21,Cyclical,Mixed,Mixed Traffic,Montgomery,Norristown Borough,114768
-75.3523729999999,40.12208,153940,vg,Cyclical Count Program Year 5,2020/10/06 00:00:00+00,2020,4209154656,,w marshall st westbound lanes,west,haws ave,stanbridge st,Bicycle 2,40.12208,-75.352373,,,E,W,10,Cyclical,Mixed,Mixed Traffic,Montgomery,Norristown Borough,114769
-75.34245,40.11359,153941,vg,Cyclical Count Program Year 5,2020/08/22 00:00:00+00,2020,4209154656,202,dekalb st northbound lanes,north,lafayette st,main st,Bicycle 2,40.11359,-75.34245,,,S,N,100,Cyclical,Mixed,Mixed Traffic,Montgomery,Norristown Borough,114770
-75.649779,40.245591,153942,vg,Cyclical Count Program Year 5,2020/07/20 00:00:00+00,2020,4209162416,,e high st northbound lanes,north,penn st,hanover st,Bicycle 2,40.245591,-75.649779,,,S,N,33,Cyclical,Mixed,Bike Lane,Montgomery,Pottstown Borough,114771
-75.649779,40.245591,153943,vg,Cyclical Count Program Year 5,2020/07/20 00:00:00+00,2020,4209162416,,e high st southbound lanes,south,penn st,hanover st,Bicycle 2,40.245591,-75.649779,,,N,S,37,Cyclical,Mixed,Bike Lane,Montgomery,Pottstown Borough,114772
-75.1849769999999,40.1518830000001,153944,vg,Cyclical Count Program Year 5,2020/08/27 00:00:00+00,2020,4209179008,,susquehanna rd northbound lanes,north,pinetown rd / broad st,dillon rd,Bicycle 2,40.151883,-75.184977,,,S,N,66,Cyclical,Mixed,Bike Lane,Montgomery,Upper Dublin Township,114773
-75.185051,40.1518080000001,153945,vg,Cyclical Count Program Year 5,2020/08/27 00:00:00+00,2020,4209179008,,susquehanna rd southbound lanes,south,pinetown rd / broad st,dillon rd,Bicycle 2,40.151808,-75.185051,,,N,S,15,Cyclical,Mixed,Bike Lane,Montgomery,Upper Dublin Township,114774
-75.388865,40.082297,153946,vg,Cyclical Count Program Year 5,2020/08/19 00:00:00+00,2020,4209179136,,chester valley trail,both,bridge over I 76 schuylkill expwy,king of prussia rd access,Bicycle 2,40.082297,-75.388865,,,W,E,232,Cyclical,Mixed,Multiuse Trail,Montgomery,Upper Merion Township,114775
-75.456963,40.152593,153947,vg,Cyclical Count Program Year 5,2020/07/20 00:00:00+00,2020,4209179256,,perkiomen trail,both,cider mill rd,arcola rd,Bicycle 2,40.152593,-75.456963,,,N,S,200,Cyclical,Mixed,Multiuse Trail,Montgomery,Upper Providence Township,114776
-75.457303,40.11958,153948,vg,Cyclical Count Program Year 5,2020/08/27 00:00:00+00,2020,4209179256,,schuylkill river trail,both,west of perkiomen trail,west of perkiomen trail,Bicycle 2,40.11958,-75.457303,,,S,N,12,Cyclical,Low Volume,Multiuse Trail,Montgomery,Upper Providence Township,114777
-75.4207,40.1087650000001,153949,vg,Cyclical Count Program Year 5,2020/08/19 00:00:00+00,2020,4209183696,,s trooper rd nothbound lanes,north,old betzwood bridge,schuylkill river trail,Bicycle 2,40.108765,-75.4207,,,S,N,204,Cyclical,Mixed,Mixed Traffic,Montgomery,West Norriton Township,114778
-75.4207,40.1087650000001,153950,vg,Cyclical Count Program Year 5,2020/08/19 00:00:00+00,2020,4209183696,,s trooper rd southbound lanes,south,old betzwood bridge,schuylkill river trail,Bicycle 2,40.108765,-75.4207,,,S,N,226,Cyclical,Mixed,Mixed Traffic,Montgomery,West Norriton Township,114779
-75.1754838699999,39.93893302,142016,ti,Cyclical Count Program Year 3,2019/04/16 00:00:00+00,2019,4210160112,,washington ave eastbound lanes,east,20th st,19th st,Bicycle 2,39.93893302,-75.17548387,,,W,E,728,Cyclical,Mixed,Bike Lane,Philadelphia,South,114838
-75.05587,39.7111600000001,156205,vg,,2020/10/08 00:00:00+00,2020,3401577180,,trail along cr 689 glassboro-crosskeys rd,both,appletree ln,orchardview dr,Bicycle 2,39.71116,-75.05587,,,W,E,44,,Mixed,Multiuse Trail,Gloucester,Washington Township,115206
-75.07392,39.7131200000001,156207,vg,,2020/10/08 00:00:00+00,2020,3401577180,,trail along cr 658 pitman-downer rd,both,moray ln,derby dr,Bicycle 2,39.71312,-75.07392,,,N,S,49,,Mixed,Multiuse Trail,Gloucester,Washington Township,115208
-75.1067199999999,39.74643,156209,vg,,2020/10/08 00:00:00+00,2020,3401577180,,trail behind hurffville fd,both,washington twp football fields,davis way,Bicycle 2,39.74643,-75.10672,,,S,N,10,,Mixed,Multiuse Trail,Gloucester,Washington Township,115210
-75.1481019999999,39.953697,157508,vg,,2021/03/04 00:00:00+00,2021,4210160103,,5th st tunnel,north,arch st,race st,Bicycle,39.953697,-75.148102,,,S,N,474,,Mixed,,Philadelphia,Central,115282
-75.147954,39.9538400000001,157509,vg,,2021/03/04 00:00:00+00,2021,4210160103,,n independence mall e,north,arch st,race st,Bicycle,39.95384,-75.147954,,,S,N,526,,Mixed,,Philadelphia,Central,115283
-75.1484341199999,39.9600109900001,157514,vg,,2021/03/04 00:00:00+00,2021,4210160103,,6th st,south,callowhill st,spring garden st,Bicycle,39.96001099,-75.14843412,,,N,S,544,,Mixed,,Philadelphia,Central,115287
-75.14888,39.95779,157516,vg,,2021/03/04 00:00:00+00,2021,4210160103,,6th st,south,callowhill st,676 off ramp,Bicycle,39.95779,-75.14888,,,N,S,604,,Mixed,,Philadelphia,Central,115289
-75.1500943999999,39.9519671100001,157518,vg,,2021/03/04 00:00:00+00,2021,4210160103,,6th st,south,market st,arch st,Bicycle,39.95196711,-75.1500944,,,N,S,477,,Mixed,,Philadelphia,Central,115291
-75.1415459999999,39.9601740000001,157520,vg,,2021/03/04 00:00:00+00,2021,4210160103,,2nd st,south,spring garden st,noble st,Bicycle,39.960174,-75.141546,,,N,S,242,,Mixed,,Philadelphia,Central,115293
-75.142466,39.9559400000001,157522,vg,,2021/03/05 00:00:00+00,2021,4210160103,,2nd st,south,wood st,vine st,Bicycle,39.95594,-75.142466,,,N,S,348,,Mixed,,Philadelphia,Central,115295
-75.155403,39.957541,157526,vg,,2021/03/05 00:00:00+00,2021,4210160103,,10th st,south,wood st,vine st,Bicycle,39.957541,-75.155403,,,N,S,1468,,Mixed,,Philadelphia,Central,115298
-75.15656123,39.9522352700001,157528,vg,,2021/03/05 00:00:00+00,2021,4210160103,,10th st,south,filbert st,market st,Bicycle,39.95223527,-75.15656123,,,N,S,1626,,Mixed,,Philadelphia,Central,115300
